0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.97476256,1.318423,0.0,4.1296935,4.564938,0.0,0.0,3.069403,1.0581315,0.0,0.0,2.0622518,0.34281006,0.0,0.0,1.3462548
0.974892,1.3145978,0.0,4.0921044,4.5329394,0.0,0.0,3.0092907,1.0377212,0.0,0.0,2.0259347,0.35316688,0.0,0.0,1.3398101
0.9673257,1.2762628,0.0,4.089767,4.519354,0.0,0.0,2.9979253,1.0047113,0.0,0.0,1.9853647,0.35868168,0.0,0.0,1.3135678
0.9803324,1.2780542,0.0,4.083375,4.5279927,0.0,0.0,2.9963963,0.99850637,0.0,0.0,1.9945304,0.37134326,0.0,0.0,1.318296
0.97893006,1.2731265,0.0,4.1041055,4.5442915,0.0,0.0,3.0309432,1.0038415,0.0,0.0,2.0095148,0.3691737,0.0,0.0,1.316211
0.993474,1.2795868,0.0,4.105543,4.5575533,0.0,0.0,3.030185,1.0046016,0.0,0.0,2.0246894,0.37418398,0.0,0.0,1.3294708
0.99359226,1.2794609,0.0,4.1071405,4.55984,0.0,0.0,3.031791,1.0043018,0.0,0.0,2.0250075,0.37227425,0.0,0.0,1.3303039
0.9937111,1.2793357,0.0,4.108738,4.562126,0.0,0.0,3.033396,1.004001,0.0,0.0,2.0253255,0.37036622,0.0,0.0,1.331137
0.99382913,1.27921,0.0,4.110335,4.5644116,0.0,0.0,3.0350006,1.0037017,0.0,0.0,2.0256438,0.3684568,0.0,0.0,1.3319706
0.9939476,1.2790847,0.0,4.111932,4.566698,0.0,0.0,3.0366063,1.003401,0.0,0.0,2.025962,0.36654767,0.0,0.0,1.3328042
0.97264844,1.256856,0.0,4.0945997,4.5272503,0.0,0.0,3.0010426,0.9867416,0.0,0.0,1.9758348,0.36417273,0.0,0.0,1.3063685
0.94498336,1.264294,0.0,4.065425,4.482579,0.0,0.0,2.9720595,0.9938152,0.0,0.0,1.9461766,0.36304092,0.0,0.0,1.2861023
0.93375504,1.235387,0.0,4.0378275,4.4501467,0.0,0.0,2.9218733,0.9580729,0.0,0.0,1.8855449,0.36148295,0.0,0.0,1.2614738
0.92022914,1.2209551,0.0,4.0099425,4.417111,0.0,0.0,2.8857617,0.9365136,0.0,0.0,1.8446478,0.36731127,0.0,0.0,1.2400084
0.90686584,1.2062685,0.0,3.9823601,4.383691,0.0,0.0,2.8491526,0.91565263,0.0,0.0,1.8045522,0.37279528,0.0,0.0,1.2190052
0.89350253,1.1915821,0.0,3.9547784,4.3502707,0.0,0.0,2.8125434,0.89479154,0.0,0.0,1.7644563,0.3782784,0.0,0.0,1.1980021
0.8900252,1.174717,0.0,3.9507766,4.3391848,0.0,0.0,2.8116074,0.88387424,0.0,0.0,1.7521753,0.38907394,0.0,0.0,1.1827583
0.91571873,1.1868392,0.0,3.9770646,4.3820415,0.0,0.0,2.8429706,0.8952291,0.0,0.0,1.7983538,0.38969454,0.0,0.0,1.2111583
0.908908,1.1860656,0.0,3.984163,4.391064,0.0,0.0,2.8885298,0.9033784,0.0,0.0,1.8131946,0.39853057,0.0,0.0,1.1973203
0.92401904,1.2014059,0.0,3.9715047,4.402016,0.0,0.0,2.8764136,0.90025496,0.0,0.0,1.8273327,0.40403467,0.0,0.0,1.2137871
0.93072444,1.2006102,0.0,3.9897208,4.417522,0.0,0.0,2.894204,0.9070804,0.0,0.0,1.8435651,0.4021815,0.0,0.0,1.2214702
0.93742985,1.1998146,0.0,4.007937,4.4330273,0.0,0.0,2.911995,0.9139057,0.0,0.0,1.8597972,0.40032718,0.0,0.0,1.229153
0.94413537,1.1990186,0.0,4.0261536,4.448533,0.0,0.0,2.9297857,0.92073077,0.0,0.0,1.8760297,0.39847323,0.0,0.0,1.2368355
0.9436813,1.2149769,0.0,4.0083375,4.4364786,0.0,0.0,2.89607,0.9240124,0.0,0.0,1.8680881,0.39256158,0.0,0.0,1.24658
0.92009854,1.2076892,0.0,4.0002074,4.4023266,0.0,0.0,2.8837073,0.93146205,0.0,0.0,1.8404632,0.38936764,0.0,0.0,1.2248721
0.92688185,1.2205404,0.0,4.047083,4.4367104,0.0,0.0,2.9375083,0.9689668,0.0,0.0,1.8859177,0.375275,0.0,0.0,1.2444952
0.91746014,1.2036828,0.0,3.9970582,4.3827415,0.0,0.0,2.8555176,0.9355349,0.0,0.0,1.8265246,0.38549396,0.0,0.0,1.2248788
0.9136708,1.2093892,0.0,3.9934263,4.3827243,0.0,0.0,2.865842,0.9404467,0.0,0.0,1.8309802,0.38860938,0.0,0.0,1.2212974
0.90988165,1.2150949,0.0,3.9897964,4.3827076,0.0,0.0,2.876166,0.94535863,0.0,0.0,1.8354355,0.39172497,0.0,0.0,1.217716
0.9060922,1.2208018,0.0,3.986165,4.382691,0.0,0.0,2.8864894,0.9502707,0.0,0.0,1.8398907,0.39484128,0.0,0.0,1.2141353
0.8987424,1.2123066,0.0,3.9663308,4.3566236,0.0,0.0,2.8498712,0.9370935,0.0,0.0,1.8106097,0.39653903,0.0,0.0,1.2041818
0.9192531,1.2155946,0.0,3.8927798,4.336179,0.0,0.0,2.770262,0.8839733,0.0,0.0,1.7843199,0.4273558,0.0,0.0,1.2074964
0.92609113,1.2035816,0.0,3.9353862,4.368101,0.0,0.0,2.8284912,0.8955217,0.0,0.0,1.8131322,0.42900398,0.0,0.0,1.2078654
0.92379916,1.1827381,0.0,3.9590106,4.3734994,0.0,0.0,2.8511088,0.8947057,0.0,0.0,1.8125696,0.42762676,0.0,0.0,1.1993551
0.92437774,1.180963,0.0,3.960244,4.375176,0.0,0.0,2.8501818,0.8923628,0.0,0.0,1.810995,0.4262261,0.0,0.0,1.1999797
0.9249556,1.1791878,0.0,3.9614773,4.376852,0.0,0.0,2.8492546,0.8900214,0.0,0.0,1.8094218,0.42482543,0.0,0.0,1.200604
0.92553335,1.1774132,0.0,3.9627097,4.3785276,0.0,0.0,2.848326,0.88767856,0.0,0.0,1.8078473,0.42342508,0.0,0.0,1.2012279
